epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,403.94,0.63355,0.48401,0.9741,0.97227,1,0.995,0.82156,0.74644,0.54121,1.01625,0.000557,0.000557,0.000557
30,417.207,0.67079,0.493,0.96727,0.98205,1,0.995,0.80816,0.74785,0.53637,1.01637,0.00053225,0.00053225,0.00053225
31,430.642,0.6275,0.50218,0.97128,0.97418,1,0.995,0.81165,0.71405,0.48349,0.98632,0.0005075,0.0005075,0.0005075
32,443.826,0.6321,0.45659,0.95552,0.98596,1,0.995,0.83018,0.71867,0.5247,0.97351,0.00048275,0.00048275,0.00048275
33,456.995,0.63608,0.47769,0.94299,0.97205,1,0.995,0.82735,0.67363,0.5071,0.95929,0.000458,0.000458,0.000458
34,470.442,0.6064,0.46066,0.96386,0.97779,1,0.995,0.82291,0.70166,0.47364,0.97378,0.00043325,0.00043325,0.00043325
35,484.649,0.60622,0.46462,0.95362,0.98042,1,0.995,0.85136,0.73937,0.48046,0.99856,0.0004085,0.0004085,0.0004085
36,499.042,0.57705,0.44031,0.94921,0.98111,1,0.995,0.83822,0.69539,0.46423,0.97498,0.00038375,0.00038375,0.00038375
37,513.204,0.57812,0.44553,0.94709,0.9794,1,0.995,0.81516,0.71742,0.4691,0.98798,0.000359,0.000359,0.000359
38,527.809,0.55757,0.43255,0.9413,0.98258,1,0.995,0.83877,0.73162,0.45673,0.99678,0.00033425,0.00033425,0.00033425
39,542.315,0.55212,0.42229,0.9447,0.98101,1,0.995,0.83578,0.70938,0.44521,0.99725,0.0003095,0.0003095,0.0003095
40,555.457,0.54445,0.41667,0.93453,0.97962,1,0.995,0.82251,0.73425,0.45047,1.00377,0.00028475,0.00028475,0.00028475
41,568.139,0.50847,0.4768,0.88807,0.97325,1,0.995,0.82993,0.7526,0.50461,1.02772,0.00026,0.00026,0.00026
42,580.903,0.49878,0.49135,0.89581,0.98668,1,0.995,0.82899,0.75066,0.46998,1.01702,0.00023525,0.00023525,0.00023525
43,593.693,0.4853,0.44224,0.90125,0.98322,1,0.995,0.82233,0.75338,0.46203,1.01904,0.0002105,0.0002105,0.0002105
44,606.333,0.47829,0.44261,0.89193,0.97896,1,0.995,0.83135,0.73017,0.43704,1.01251,0.00018575,0.00018575,0.00018575
45,619.176,0.4584,0.41653,0.8579,0.98238,1,0.995,0.82642,0.71975,0.43105,1.01338,0.000161,0.000161,0.000161
46,631.761,0.45339,0.40174,0.87026,0.98313,1,0.995,0.81456,0.75497,0.43127,1.04448,0.00013625,0.00013625,0.00013625
47,644.471,0.45133,0.40867,0.8901,0.98311,1,0.995,0.8142,0.74408,0.42532,1.0443,0.0001115,0.0001115,0.0001115
48,657.329,0.44656,0.39784,0.8609,0.98242,1,0.995,0.82578,0.71472,0.41648,1.02227,8.675e-05,8.675e-05,8.675e-05
49,670.02,0.45848,0.40168,0.87168,0.98234,1,0.995,0.83385,0.70592,0.41683,1.01567,6.2e-05,6.2e-05,6.2e-05
50,682.838,0.45642,0.39403,0.87502,0.9822,1,0.995,0.83459,0.7102,0.41694,1.01829,3.725e-05,3.725e-05,3.725e-05
