epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
16,227.965,0.99579,1.0237,1.14184,0.86899,0.9349,0.98188,0.74639,1.0043,1.23582,1.1242,0.00087875,0.00087875,0.00087875
17,242.105,0.95864,0.97121,1.10847,0.90693,0.91009,0.94116,0.70523,1.00893,1.07763,1.14755,0.000854,0.000854,0.000854
18,256.821,0.95611,0.93074,1.12432,0.94308,0.91667,0.95973,0.66315,1.12632,1.21166,1.26366,0.00082925,0.00082925,0.00082925
19,271.568,0.92013,0.86195,1.10992,0.93466,0.98733,0.995,0.71787,1.05029,0.99903,1.21221,0.0008045,0.0008045,0.0008045
20,285.838,0.91967,0.88469,1.09827,0.96752,0.99734,0.995,0.74712,1.00378,0.88387,1.21473,0.00077975,0.00077975,0.00077975
21,300.301,0.87928,0.82745,1.1113,0.98465,0.99727,0.995,0.75734,0.97502,0.8435,1.19901,0.000755,0.000755,0.000755
22,314.662,0.85395,0.79182,1.07554,0.97382,0.99483,0.995,0.74324,1.0461,0.87908,1.1916,0.00073025,0.00073025,0.00073025
23,329.484,0.88018,0.82945,1.08315,0.92039,0.99443,0.995,0.75495,1.00943,0.93213,1.21374,0.0007055,0.0007055,0.0007055
24,343.79,0.8706,0.82184,1.10942,0.95487,0.96703,0.995,0.75861,0.97728,0.92579,1.21342,0.00068075,0.00068075,0.00068075
25,357.991,0.84338,0.78908,1.08697,0.96275,0.99406,0.995,0.74218,0.9727,0.93132,1.12804,0.000656,0.000656,0.000656
26,372.244,0.89534,0.7765,1.09511,0.94596,0.99398,0.995,0.7296,1.00799,0.86484,1.18222,0.00063125,0.00063125,0.00063125
27,386.766,0.86369,0.76537,1.10662,0.95587,0.99354,0.995,0.75791,0.94969,0.81033,1.18892,0.0006065,0.0006065,0.0006065
28,401.327,0.85756,0.74178,1.08928,0.95746,0.99433,0.995,0.71559,1.07574,0.8321,1.24837,0.00058175,0.00058175,0.00058175
29,415.37,0.8111,0.71112,1.05719,0.94587,0.99418,0.995,0.71469,1.00431,0.8537,1.21455,0.000557,0.000557,0.000557
30,429.578,0.81666,0.71893,1.05484,0.95674,0.99359,0.995,0.76052,0.94849,0.84003,1.18838,0.00053225,0.00053225,0.00053225
31,443.814,0.79314,0.65899,1.03977,0.96897,0.99462,0.995,0.73144,1.04804,0.83783,1.2123,0.0005075,0.0005075,0.0005075
32,457.859,0.82218,0.70325,1.07334,0.98078,1,0.995,0.74075,1.03849,0.78402,1.20521,0.00048275,0.00048275,0.00048275
33,472.397,0.83067,0.69496,1.05436,0.95954,0.99556,0.995,0.7373,1.03423,0.76201,1.23391,0.000458,0.000458,0.000458
34,487.053,0.74447,0.63898,1.0392,0.95481,0.95974,0.995,0.74069,1.05036,0.77023,1.24098,0.00043325,0.00043325,0.00043325
35,501.449,0.77472,0.63803,1.05204,0.97999,0.92635,0.995,0.70677,1.11398,0.94084,1.25612,0.0004085,0.0004085,0.0004085
36,515.618,0.77115,0.64881,1.03179,0.9307,0.96532,0.995,0.73219,1.09027,0.94047,1.23738,0.00038375,0.00038375,0.00038375
37,529.899,0.79519,0.6578,1.0496,0.93145,0.96683,0.995,0.73361,1.06038,0.87037,1.25908,0.000359,0.000359,0.000359
38,544.206,0.76713,0.60973,1.03159,0.98939,0.93251,0.995,0.73198,1.06203,0.79908,1.24734,0.00033425,0.00033425,0.00033425
39,558.766,0.72032,0.63052,1.0328,0.97279,0.94683,0.995,0.74227,1.01374,0.76951,1.2222,0.0003095,0.0003095,0.0003095
40,573.279,0.73724,0.6007,1.02403,0.96172,0.95543,0.995,0.73501,0.97156,0.74531,1.19812,0.00028475,0.00028475,0.00028475
41,588.076,0.6373,0.57218,0.97931,0.93667,0.98833,0.995,0.73771,0.98854,0.73385,1.2054,0.00026,0.00026,0.00026
42,602.506,0.63862,0.59683,0.99228,0.95146,0.9939,0.995,0.73827,1.01445,0.73661,1.25725,0.00023525,0.00023525,0.00023525
43,616.623,0.62424,0.55726,0.96242,0.94363,0.9941,0.995,0.75333,1.01197,0.72271,1.2575,0.0002105,0.0002105,0.0002105
44,630.412,0.63801,0.5655,0.96865,0.94002,0.99447,0.995,0.76757,0.98462,0.70934,1.25724,0.00018575,0.00018575,0.00018575
45,644.766,0.59738,0.53466,0.95548,0.93845,0.99459,0.995,0.7718,0.93755,0.72716,1.23131,0.000161,0.000161,0.000161
46,658.815,0.60135,0.5491,0.96927,0.93418,0.99454,0.995,0.76008,0.93811,0.74531,1.20769,0.00013625,0.00013625,0.00013625
47,672.372,0.58791,0.51872,0.94468,0.93461,0.99462,0.995,0.74534,0.95093,0.72403,1.2131,0.0001115,0.0001115,0.0001115
48,686.328,0.57913,0.51001,0.94593,0.93256,0.99208,0.995,0.74095,0.9606,0.70413,1.2297,8.675e-05,8.675e-05,8.675e-05
49,700.382,0.55695,0.51162,0.93782,0.93299,0.99119,0.995,0.74767,0.9736,0.70959,1.24098,6.2e-05,6.2e-05,6.2e-05
50,713.877,0.5594,0.50226,0.94548,0.9381,0.9845,0.995,0.75149,0.97566,0.70647,1.24253,3.725e-05,3.725e-05,3.725e-05
