epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
28,377.764,0.82297,0.7048,1.0707,0.98749,0.92546,0.995,0.77792,0.79718,0.75542,1.0876,0.00058175,0.00058175,0.00058175
29,391.237,0.84912,0.73656,1.08738,0.97327,0.93239,0.995,0.75245,0.9439,0.78898,1.1512,0.000557,0.000557,0.000557
30,404.632,0.85006,0.73139,1.05991,0.98981,0.92556,0.995,0.74963,0.8744,0.78728,1.0915,0.00053225,0.00053225,0.00053225
31,418.311,0.83436,0.69946,1.0659,0.97964,0.93057,0.995,0.76736,0.84113,0.74763,1.06449,0.0005075,0.0005075,0.0005075
32,431.789,0.79447,0.7151,1.06541,0.98817,0.93171,0.995,0.75379,0.83818,0.68439,1.07794,0.00048275,0.00048275,0.00048275
33,445.044,0.79922,0.6858,1.03868,0.95078,0.9698,0.995,0.77959,0.85568,0.68161,1.07982,0.000458,0.000458,0.000458
34,458.558,0.78688,0.66637,1.04483,0.96387,0.997,0.995,0.77695,0.8763,0.71875,1.09317,0.00043325,0.00043325,0.00043325
35,471.952,0.78017,0.68232,1.0363,0.96989,0.99818,0.995,0.72588,1.04487,0.76706,1.19018,0.0004085,0.0004085,0.0004085
36,485.51,0.80358,0.67837,1.04987,0.98053,1,0.995,0.72331,1.02132,0.73936,1.17065,0.00038375,0.00038375,0.00038375
37,499.088,0.76512,0.64461,1.03208,0.98686,1,0.995,0.75992,0.90468,0.69683,1.10368,0.000359,0.000359,0.000359
38,512.784,0.77633,0.70089,1.05658,0.96681,0.9956,0.995,0.74162,0.9346,0.72546,1.1146,0.00033425,0.00033425,0.00033425
39,526.359,0.77734,0.65032,1.03662,0.94596,0.99373,0.995,0.74289,0.99463,0.78317,1.1674,0.0003095,0.0003095,0.0003095
40,539.865,0.78195,0.65224,1.05057,0.94468,0.99372,0.995,0.75227,0.90156,0.73516,1.13201,0.00028475,0.00028475,0.00028475
41,553.516,0.66212,0.61334,0.97032,0.95032,0.97483,0.995,0.7649,0.88576,0.72798,1.13053,0.00026,0.00026,0.00026
42,567.144,0.64995,0.6076,0.95716,0.98419,0.94319,0.995,0.72844,1.00933,0.73866,1.22838,0.00023525,0.00023525,0.00023525
43,581.357,0.65026,0.58476,0.96043,0.96948,0.95126,0.995,0.73237,0.95274,0.70029,1.22051,0.0002105,0.0002105,0.0002105
44,596.363,0.6458,0.56404,0.95431,0.96118,0.95868,0.995,0.74945,0.90766,0.71034,1.17527,0.00018575,0.00018575,0.00018575
45,610.707,0.63167,0.56536,0.94253,0.94204,0.9859,0.995,0.75224,0.91923,0.6696,1.16898,0.000161,0.000161,0.000161
46,624.74,0.62405,0.55449,0.96059,0.94353,0.98095,0.995,0.74075,0.94162,0.67174,1.18257,0.00013625,0.00013625,0.00013625
47,638.747,0.57738,0.52909,0.926,0.94735,0.99387,0.995,0.73403,1.00098,0.65327,1.24522,0.0001115,0.0001115,0.0001115
48,652.9,0.59968,0.52949,0.94146,0.93603,0.99381,0.995,0.72702,1.01349,0.65428,1.26366,8.675e-05,8.675e-05,8.675e-05
49,667.781,0.58801,0.53865,0.92246,0.94496,0.97772,0.995,0.7327,0.97964,0.66634,1.23916,6.2e-05,6.2e-05,6.2e-05
50,682.456,0.57586,0.52616,0.93379,0.95172,0.97009,0.995,0.73352,0.95787,0.663,1.21681,3.725e-05,3.725e-05,3.725e-05
